,TABELA_DESTINO,TABELA_ORIGEM,TABELA_ORIGEM_SISTEMA,SISTEMA,ASSUNTO
4501,RL_JUR_REL_GERENCIAL_PAGAMENTO,RL_JUR_TBL_RELPAGREGDETPROCES,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGLANCAMENT;RL_JUR_TBL_RELPAGREGVALORES;RL_JUR_TBL_TIPOACAO,JURIDICO,JURIDICO
4503,RL_JUR_REL_GERENCIAL_PAGAMENTO,,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGLANCAMENT;RL_JUR_TBL_RELPAGREGVALORES;RL_JUR_TBL_TIPOACAO,JURIDICO,JURIDICO
4506,RL_JUR_REL_GERENCIAL_PG_STATUS,RL_JUR_TBL_RELATCAUSAREAL,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGFATURA;RL_JUR_TBL_RELPAGREGLANCAMENT,JURIDICO,JURIDICO
4507,RL_INV_CONTA_DADOS_CLIENTE,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4508,RL_INV_CONTA_DADOS_CRIVO,STG_INV_CONTA_DADOS_CRIVO,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4510,RL_INV_CONTA_DADOS_CRIVO,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4511,RL_INV_CONTA_DOCUMENTO,STG_INV_CONTA_DOCUMENTO,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4517,RL_INV_CONTA_ENDERECO,STG_INV_CONTA_ENDERECO,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4519,RL_INV_CONTA_ETAPA,STG_INV_CONTA_ETAPA,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4520,RL_INV_CONTA_ETAPA,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4521,RL_INV_CONTA_ETAPA_BATCH,STG_INV_CONTA_ETAPA_BATCH,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4522,RL_INV_PORTABILIDADE,STG_INV_PORTABILIDADE,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4525,RL_INV_PESSOAS,,PESSOAS;PATRIMONIO_PESSOAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4530,RL_INV_PORTABILIDADE,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4531,RL_INV_RATEIOS,STG_INV_RATEIOS,RATEIOS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4606,RL_JUR_TRAB_TD_FASE_PROC,STG_JUR_ARQ_TRAB_TD_FASE_PROC,prov_TRAB_TD_FASE_PROCESSUAL,JURIDICO,JURIDICO
4611,RL_JUR_TRAB_TD_FILA_PAGAMENTO,STG_JUR_ARQ_TRAB_TD_FILA_PAG,prov_TRAB_TD_FILA_PAGAMENTO,JURIDICO,JURIDICO
4632,RL_JUR_REL_GERENCIAL_PG_STATUS,RL_JUR_TBL_RELPAGREGLANCAMENT,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGFATURA;RL_JUR_TBL_RELPAGREGLANCAMENT,JURIDICO,JURIDICO
4688,RL_JUR_TBL_TRA_CADASTRADOS,RL_JUR_TBL_FASEPROCESSUAL,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FASEPROCESSUAL;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
4693,RL_JUR_TRAB_TD_GARANTIA_ATIVA,STG_JUR_ARQ_TRAB_TD_GAR_ATIVA,prov_TRAB_TD_GARANTIA_ATIVA,JURIDICO,JURIDICO
4710,RL_JUR_TRAB_TD_GARANTIA_BAIXAS,STG_JUR_ARQ_TRAB_TD_GAR_BAIXAS,prov_TRAB_TD_GARANTIA_BAIXAS,JURIDICO,JURIDICO
4745,RL_JUR_REL_GERENCIAL_PAGAMENTO,RL_JUR_TBL_ESCRITORIO,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGLANCAMENT;RL_JUR_TBL_RELPAGREGVALORES;RL_JUR_TBL_TIPOACAO,JURIDICO,JURIDICO
4757,RL_JUR_REL_GERENCIAL_PAGAMENTO,RL_JUR_TBL_TIPOACAO,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGLANCAMENT;RL_JUR_TBL_RELPAGREGVALORES;RL_JUR_TBL_TIPOACAO,JURIDICO,JURIDICO
4758,RL_JUR_REL_GERENCIAL_PAGAMENTO,RL_JUR_TBL_RELATCONTRATOS,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGLANCAMENT;RL_JUR_TBL_RELPAGREGVALORES;RL_JUR_TBL_TIPOACAO,JURIDICO,JURIDICO
4767,RL_VCL_CAD_LOJA,,TORG4,NPV,VEICULOS
4772,RL_VCL_CAD_MARCA_VEIC,STG_VCL_TMARC,TMARC,NPV,VEICULOS
4776,RL_VCL_CAD_MARCA_VEIC,,TMARC,NPV,VEICULOS
4777,RL_VCL_CAD_MASTER_FI,STG_VCL_TORG6,TORG6,NPV,VEICULOS
4805,RL_JUR_TRAB_TD_IMPROCE,STG_JUR_ARQ_TRAB_TD_IMPROCE,prov_trab_td_improcedencia,JURIDICO,JURIDICO
4806,RL_JUR_TRAB_TD_REU,STG_JUR_ARQ_TRAB_TD_REU,prov_TRAB_TD_REU,JURIDICO,JURIDICO
4807,RL_OPER_NORM,STG_CRED_COPERB,COPERB,NPV,VEICULOS
4854,RL_JUR_TBL_TRA_CADASTRADOS,RL_JUR_TBL_TIPOPROCESSO,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FASEPROCESSUAL;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
4903,RL_OPER_NORM,,COPERB,NPV,VEICULOS
4937,RL_PARC,STG_VCL_CPARC,CPARC,NPV,VEICULOS
4955,RL_PARC,,CPARC,NPV,VEICULOS
4956,RL_PARC_NORM,STG_VCL_CPARCB,CPARCB,NPV,VEICULOS
4970,RL_CAD_BEM_FINANC_MOLICAR,STG_CRED_CVEAA,CVEAA,NPV,VEICULOS
4982,RL_CAD_BEM_FINANC_MOLICAR,,CVEAA,NPV,VEICULOS
4986,RL_VCL_CAD_CIDADE,,TCID,NPV,VEICULOS
4988,RL_CAD_CLI_NEGATIVADO,STG_CRED_ACLIE,ACLIE,NPV,VEICULOS
4991,RL_VCL_PARC_ACORDO,STG_VCL_CPARC,CPARC,NPV,VEICULOS
5016,RL_VCL_PARC_ACORDO,,CPARC,NPV,VEICULOS
5017,RL_VCL_PROP_ACORDO_COMPL,STG_VCL_CPROPACO,CPROPACO,NPV,VEICULOS
5025,RL_VCL_PROP_RENEG_ACORDO,STG_VCL_CRENP,CRENP,NPV,VEICULOS
5038,RL_VCL_PROP_RENEG_ACORDO,,CRENP,NPV,VEICULOS
5039,RL_VCL_PROP_OBS_ACORDO,STG_VCL_COBSE,COBSE,NPV,VEICULOS
5048,RL_VCL_PROP_OBS_ACORDO,,COBSE,NPV,VEICULOS
5049,RL_VCL_PROP_PARC_ACORDO,STG_VCL_CPARP,CPARP,NPV,VEICULOS
5053,RL_VCL_CAD_MODELO_DECISAO,STG_VCL_TDECI,TDECI,NPV,VEICULOS
5111,RL_COMISS_DESP,STG_VCL_CCOMI,CCOMI,NPV,VEICULOS
5117,RL_COMISS_DESP,,CCOMI,NPV,VEICULOS
5118,RL_CONV_CESSAO_CRED,STG_CRED_CCCRE,CCCRE,NPV,VEICULOS
5129,RL_JUR_TBL_ACOMPPROCESSO,STG_JUR_TBL_ACOMPPROCESSO,JUR_tbl_acompProcesso,JURIDICO,JURIDICO
5133,RL_JUR_TBL_ACOMPPROCESSO,,JUR_tbl_acompProcesso,JURIDICO,JURIDICO
5134,RL_JUR_TBL_ADVOGADOPARTE,STG_JUR_TBL_ADVOGADOPARTE,JUR_tbl_advogadoParte,JURIDICO,JURIDICO
5138,RL_JUR_TBL_ADVOGADOPARTE,,JUR_tbl_advogadoParte,JURIDICO,JURIDICO
5139,RL_JUR_TBL_BLOQUEIO,STG_JUR_TBL_BLOQUEIO,JUR_tbl_bloqueio,JURIDICO,JURIDICO
5147,RL_CTRO,STG_CRED_COPER,COPER,NPV,VEICULOS
5228,RL_CONV_CESSAO_CRED,,CCCRE,NPV,VEICULOS
5229,RL_EXT_CONTABIL,STG_CRED_ECONTA,ECONTA,NPV,VEICULOS
5230,RL_EXT_CONTABIL,STG_CRED_TPCTA,ECONTA,NPV,VEICULOS
5235,RL_EXT_CONTABIL,,ECONTA,NPV,VEICULOS
5236,RL_COMISSOES_CALCULADAS,STG_VCL_ECMFT,ECMFT,NPV,VEICULOS
5253,RL_JUR_TBL_BLOQUEIO,,JUR_tbl_bloqueio,JURIDICO,JURIDICO
5255,RL_JUR_TBL_CAUSARAIZ,STG_JUR_TBL_CAUSARAIZ,JUR_tbl_causaRaiz,JURIDICO,JURIDICO
5260,RL_JUR_TBL_CAUSARAIZ,,JUR_tbl_causaRaiz,JURIDICO,JURIDICO
5262,RL_JUR_TBL_CAUSAREAL,STG_JUR_TBL_CAUSAREAL,JUR_tbl_causaReal,JURIDICO,JURIDICO
5265,RL_JUR_TBL_CAUSAREAL,,JUR_tbl_causaReal,JURIDICO,JURIDICO
5266,RL_JUR_TBL_COMARCA,STG_JUR_TBL_COMARCA,JUR_tbl_comarca,JURIDICO,JURIDICO
5271,RL_JUR_TBL_COMARCA,,JUR_tbl_comarca,JURIDICO,JURIDICO
5272,RL_JUR_TBL_CONTRATOS,STG_JUR_TBL_CONTRATOS,JUR_tbl_contratos,JURIDICO,JURIDICO
5333,RL_PROP_BCKOFF_OCORR,,EOCOV,NPV,VEICULOS
5374,RL_COMISSOES_CALCULADAS,,ECMFT,NPV,VEICULOS
5375,RL_CAD_BEM_FIN_PROP,STG_VCL_CBFIP,CBFIP,NPV,VEICULOS
5399,RL_JUR_TBL_CONTRATOS,,JUR_tbl_contratos,JURIDICO,JURIDICO
5401,RL_JUR_TBL_ESCRITORIO,STG_JUR_TBL_ESCRITORIO,JUR_tbl_escritorio,JURIDICO,JURIDICO
5408,RL_JUR_TBL_ESCRITORIO,,JUR_tbl_escritorio,JURIDICO,JURIDICO
5409,RL_JUR_TBL_EVOLUCAOCARGO,STG_JUR_TBL_EVOLUCAOCARGO,JUR_tbl_evolucaoCargo,JURIDICO,JURIDICO
5412,RL_JUR_TBL_EVOLUCAOCARGO,,JUR_tbl_evolucaoCargo,JURIDICO,JURIDICO
5413,RL_JUR_TBL_FASEPROCESSUAL,STG_JUR_TBL_FASEPROCESSUAL,JUR_tbl_faseProcessual,JURIDICO,JURIDICO
5415,RL_JUR_TBL_FASEPROCESSUAL,,JUR_tbl_faseProcessual,JURIDICO,JURIDICO
5416,RL_JUR_TBL_FORUM,STG_JUR_TBL_FORUM,JUR_tbl_forum,JURIDICO,JURIDICO
5455,RL_PROP_FASE_ANALISE_GESTAO,,EANALISE,NPV,VEICULOS
5498,RL_CAD_BEM_FIN_PROP,,CBFIP,NPV,VEICULOS
5500,RL_CAD_CLASS_LOJA,STG_VCL_TORG4,TORG4,NPV,VEICULOS
5501,RL_CAD_CLASS_LOJA,STG_VCL_TTPSUBPROD,TORG4,NPV,VEICULOS
5502,RL_CAD_CLASS_LOJA,,TORG4,NPV,VEICULOS
5503,RL_VCL_TIPO_SUB_PRODUTO,STG_VCL_TTPPROD,TTPPROD,NPV,VEICULOS
5504,RL_VCL_TIPO_SUB_PRODUTO,,TTPPROD,NPV,VEICULOS
5505,RL_VCL_PENDENCIA_DUT,STG_VCL_PENDENCIA_DUT,PENDENCIA_DUT,NPV,VEICULOS
5508,RL_VCL_PENDENCIA_DUT,,PENDENCIA_DUT,NPV,VEICULOS
5509,RL_IMB_BM_BASE_COBRANCA,STG_IMB_CFF00106,\\panvfsp3011\PRODUCAO\TRANSFERENCIA\TRADI97\SAIDA - ARQ_BMSC,MONTREAL,IMOBILIARIO
5519,RL_JUR_TBL_FORUM,,JUR_tbl_forum,JURIDICO,JURIDICO
5521,RL_JUR_TBL_FUNCIONARIO,STG_JUR_TBL_FUNCIONARIO,JUR_tbl_funcionario,JURIDICO,JURIDICO
5529,RL_JUR_TBL_FUNCIONARIO,,JUR_tbl_funcionario,JURIDICO,JURIDICO
5531,RL_JUR_TBL_HISTANEXONEW,STG_JUR_TBL_HISTANEXONEW,JUR_tbl_histAnexoNew,JURIDICO,JURIDICO
5536,RL_JUR_TBL_HISTANEXONEW,,JUR_tbl_histAnexoNew,JURIDICO,JURIDICO
5537,RL_JUR_TBL_INFOPROCESSO,STG_JUR_TBL_INFOPROCESSO,JUR_tbl_infoProcesso,JURIDICO,JURIDICO
5562,RL_CTRO,,COPER,NPV,VEICULOS
5564,RL_CTRO_ASSESSSORIA,STG_CRED_ASLOP,ASLOP,NPV,VEICULOS
5590,RL_PROP_LCTO_OCORR,,EOCOR,NPV,VEICULOS
5701,RL_CTRO_ASSESSSORIA,,ASLOP,NPV,VEICULOS
5705,RL_PROP_PAUSA_ANALISE,,EPAUSA,NPV,VEICULOS
5731,RL_CLI_COMPL_FUNCAO,,CCLIP,NPV,VEICULOS
5786,RL_CTRO_DOCS,STG_VCL_CDOCS,CDOCS,NPV,VEICULOS
5816,RL_CTRO_DOCS,,CDOCS,NPV,VEICULOS
5818,RL_CTRO_NEGATIVADO,STG_CRED_AOPER,AOPER,NPV,VEICULOS
5907,RL_JUR_REL_GERENCIAL_PG_STATUS,RL_JUR_TBL_RELATPAGTOGEREN,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGFATURA;RL_JUR_TBL_RELPAGREGLANCAMENT,JURIDICO,JURIDICO
5914,RL_JUR_REL_GERENCIAL_PAGAMENTO,RL_JUR_TBL_RELPAGREGLANCAMENT,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGLANCAMENT;RL_JUR_TBL_RELPAGREGVALORES;RL_JUR_TBL_TIPOACAO,JURIDICO,JURIDICO
5980,RL_JUR_TBL_INFOPROCESSO,,JUR_tbl_infoProcesso,JURIDICO,JURIDICO
5996,RL_JUR_TBL_MOTIVOHIER,STG_JUR_TBL_MOTIVOHIER,JUR_tbl_motivoHier,JURIDICO,JURIDICO
5999,RL_JUR_TBL_MOTIVOHIER,,JUR_tbl_motivoHier,JURIDICO,JURIDICO
6005,RL_CTRO_PARC_CEDIDA,STG_VCL_CPCES,CPCES,NPV,VEICULOS
6026,RL_CTRO_PARC_CEDIDA,,CPCES,NPV,VEICULOS
6027,RL_CTRO_PARC_EXTR,STG_VCL_EFINA,EFINA,NPV,VEICULOS
6051,RL_CAD_CLI_NEGATIVADO,,ACLIE,NPV,VEICULOS
6052,RL_CAD_CONS_PERFIL,STG_CRED_TBPERFCON,TBPERFCON,NPV,VEICULOS
6059,RL_VCL_PROP_ACORDO_COMPL,,CPROPACO,NPV,VEICULOS
6060,RL_VCL_PARC_ENVIO,STG_VCL_EEPARC,EEPARC,NPV,VEICULOS
6069,RL_VCL_PARC_ENVIO,,EEPARC,NPV,VEICULOS
6071,RL_VCL_REG_MOLICAR,STG_VCL_TREGMOLI,TREGMOLI,NPV,VEICULOS
6072,RL_VCL_REG_MOLICAR,,TREGMOLI,NPV,VEICULOS
6074,RL_VCL_TP_ENTREGA,STG_VCL_TTPENT,TTPENT,NPV,VEICULOS
6083,RL_VCL_TP_ENTREGA,,TTPENT,NPV,VEICULOS
6084,RL_VCL_VEIC_APREEND,STG_VCL_CVAPR,CVAPR,NPV,VEICULOS
6096,RL_VCL_PROP_PARC_ACORDO,,CPARP,NPV,VEICULOS
6097,RL_VCL_CAD_VEIC_GRAVAME,STG_VCL_CVEIC,CVEIC,NPV,VEICULOS
6119,RL_VCL_CAD_VEIC_GRAVAME,,CVEIC,NPV,VEICULOS
6120,RL_VCL_RET_GRAVAME,STG_VCL_ECTRL,ECTRL,NPV,VEICULOS
6140,RL_VCL_CAD_VENDEDOR,STG_VCL_TORG5,TORG5,NPV,VEICULOS
6162,RL_CAD_CONS_PERFIL,,TBPERFCON,NPV,VEICULOS
6164,RL_CAD_GRAVAME,STG_VCL_EGRAV,EGRAV,NPV,VEICULOS
6180,RL_CAD_GRAVAME,,EGRAV,NPV,VEICULOS
6181,RL_CAD_MESA_CREDITO,STG_CRED_TMSCRED,TMSCRED,NPV,VEICULOS
6188,RL_CAD_MESA_CREDITO,,TMSCRED,NPV,VEICULOS
6190,RL_CAD_MODALIDADE_DECISAO,STG_CRED_TMODE,TMODE,NPV,VEICULOS
6194,RL_CAD_MODALIDADE_DECISAO,,TMODE,NPV,VEICULOS
6196,RL_CAD_MOT_REPROVACAO,STG_CRED_TMOTI,TMOTI,NPV,VEICULOS
6231,RL_VCL_VEIC_APREEND,,CVAPR,NPV,VEICULOS
6232,RL_VCL_SIT_VEIC,STG_VCL_CSVEI,CSVEI,NPV,VEICULOS
6243,RL_VCL_SIT_VEIC,,CSVEI,NPV,VEICULOS
6245,RL_VCL_ATIV_VEIC_APREEND,STG_VCL_TATVA,TATVA,NPV,VEICULOS
6250,RL_VCL_ATIV_VEIC_APREEND,,TATVA,NPV,VEICULOS
6262,RL_VCL_RET_GRAVAME,,ECTRL,NPV,VEICULOS
6263,RL_VCL_CONTR_GRAVAME,STG_VCL_CCONTR,CCONTR,NPV,VEICULOS
6333,RL_CAD_MOT_REPROVACAO,,TMOTI,NPV,VEICULOS
6335,RL_CAD_PRODUTO_VEIC,STG_CRED_TPROD,TPROD,NPV,VEICULOS
6402,RL_VCL_CAD_COBR,,TACOB,NPV,VEICULOS
6404,RL_VCL_LEILAO,STG_VCL_TLEIL,TLEIL,NPV,VEICULOS
6408,RL_VCL_PATIO,STG_VCL_TPATI,TPATI,NPV,VEICULOS
6416,RL_VCL_PATIO,,TPATI,NPV,VEICULOS
6417,RL_VCL_SIT_VEIC_PATIO,STG_VCL_TSVEI,TSVEI,NPV,VEICULOS
6432,RL_VCL_CONTR_GRAVAME,,CCONTR,NPV,VEICULOS
6434,RL_VCL_REGRAS,STG_VCL_TPLREOP,TPLREOP,NPV,VEICULOS
6438,RL_VCL_REGRAS_DETALHE_ACORDO,STG_VCL_TPLREOPD,TPLREOPD,NPV,VEICULOS
6458,RL_VCL_MOTIVO_DESPESA,STG_VCL_TDESP,TDESP,NPV,VEICULOS
6463,RL_VCL_MOTIVO_DESPESA,,TDESP,NPV,VEICULOS
6532,RL_VCL_SIT_VEIC_PATIO,,TSVEI,NPV,VEICULOS
6534,RL_VCL_MODALIDADE,STG_VCL_TMODA,TMODA,NPV,VEICULOS
6538,RL_VCL_MODALIDADE,,TMODA,NPV,VEICULOS
6539,RL_VCL_POL_CESSAO,STG_VCL_TPCES,TPCES,NPV,VEICULOS
6544,RL_VCL_POL_CESSAO,,TPCES,NPV,VEICULOS
6546,RL_VCL_CNTRL_CNAB,STG_VCL_CCNAB,CCNAB,NPV,VEICULOS
6559,RL_CAD_PRODUTO_VEIC_GA,STG_CRED_TPROD_GA,TPROD_GA,NPV,VEICULOS
6571,RL_CAD_PRODUTO_VEIC_GA,,TPROD_GA,NPV,VEICULOS
6572,RL_CAD_VEIC_REGIONAL,STG_CRED_TORG1,TORG1,NPV,VEICULOS
6596,RL_CAD_MODELO_DECISAO_ACORDO,STG_VCL_TDECI,TDECI,NPV,VEICULOS
6619,RL_VCL_CNTRL_CNAB,,CCNAB,NPV,VEICULOS
6620,RL_VCL_CEP,STG_VCL_CEPLOG2,CEPLOG2,NPV,VEICULOS
6645,RL_VCL_REGRAS_DETALHE_ACORDO,,TPLREOPD,NPV,VEICULOS
6646,RL_VCL_PEND_CHECKLIST,STG_VCL_CDPNP,CDPNP,NPV,VEICULOS
6650,RL_VCL_PEND_CHECKLIST,,CDPNP,NPV,VEICULOS
6651,RL_VCL_GRP_CHECKLIST,STG_VCL_TGRCHK,TGRCHK,NPV,VEICULOS
6665,RL_VCL_CAD_CLI_OCUP,,TOCUP,NPV,VEICULOS
6749,RL_VCL_CEP,,CEPLOG2,NPV,VEICULOS
6750,RL_VCL_CTRO_PRE_ACO,STG_VCL_COPERPRAC,COPERPRAC,NPV,VEICULOS
6768,RL_CAD_MODELO_DECISAO_ACORDO,,TDECI,NPV,VEICULOS
6784,RL_VCL_PROP_LOG_ANALISE,STG_VCL_CLOGPROP,CLOGPROP,NPV,VEICULOS
6792,RL_VCL_PROP_LOG_ANALISE,,CLOGPROP,NPV,VEICULOS
6794,RL_VCL_PROP_LOG_ANALISE_ACORDO,STG_VCL_CLOGPROP,CLOGPROP,NPV,VEICULOS
6812,RL_VCL_PARC_CNAB,STG_VCL_CTCNAB,CTCNAB,NPV,VEICULOS
6859,RL_CAD_VEIC_REGIONAL,,TORG1,NPV,VEICULOS
6861,RL_CAD_TIPO_OCORR,STG_CRED_TOCOR,TOCOR,NPV,VEICULOS
6877,RL_CAD_TIPO_OCORR,,TOCOR,NPV,VEICULOS
6879,RL_CAD_TIPO_PROC_ASSESS,STG_CRED_TSCOB,TSCOB,NPV,VEICULOS
6881,RL_CAD_TIPO_PROC_ASSESS,,TSCOB,NPV,VEICULOS
6882,RL_VCL_CAD_USUARIO_VEIC,STG_VCL_TUSU,TUSU,NPV,VEICULOS
6909,RL_VCL_CTRO_PRE_ACO,,COPERPRAC,NPV,VEICULOS
